"","X","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm","Fish_Wdth_mm","Predicted_Fish_Wdth_mm","fineness"
"165",98,"GH2-9-2020","GH2-20-9","GH2-9-20","GH2-20-9","2020-09-08",NA,"Gulkana Hatchery","9/26/20",63.06732669,-145.5138318,1.928,47,NA,5.1,NA,11.7,NA,4.9,27.1,"F",0.26,"fin well id: 38",10,0.738,NA,NA,NA,NA,5.1,NA,NA,1.548,"2-D2, one missing","Y","Y","6","Y","Y",0.074,0.7,0.5,0.5,0.6,0.5,0.7,0.6,0.8,"",0,"1/15/21",82.5,"1/21/21",19.4,"0.7648","0.2352",NA,"2/16/21",4,0.3602,923.3249,20.0948,4.725322667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",470,51,117,271,1928,-0.0687270571952308,49,63.2693086689174,9.59183673469388
"166",99,"GH2-10-2020","GH2-20-10","GH2-10-20","GH2-20-10","2020-09-08",NA,"Gulkana Hatchery","9/28/20",63.06732669,-145.5138318,1.602,45.2,NA,4.8,NA,10.6,NA,4,26.5,"F",0.222,"fin well id: 6",10,0.666,NA,NA,NA,NA,4.3,NA,NA,2.458,"2-E6","Y","Y","6","Y","Y",0.034,1.5,0.5,0.8,0.6,0.7,0.5,0.8,0.5,"",0,"1/15/21",78.9,"1/21/21",16.9,"0.7858","0.2142",NA,"2/16/21",2,0.3518,955.4635,21.4286,4.589902915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",452,48,106,265,1602,-0.77351615224103,40,55.2957474398447,11.3
"167",102,"MA-3-2020","MA-20-3","MA-3-20","MA-20-3","2020-08-10",NA,"Mahlo","9/26/20",61.73588,-145.7294181,1.186,42.6,NA,4.3,NA,10,NA,3.8,23,"F",NA,"Fin clip 44",NA,NA,NA,NA,NA,NA,5.8,NA,NA,1.1,"2-D8","N","Y","5","Y","N",NA,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.8,"",0,"1/5/21",128,"1/9/21",24.5,"0.8086","0.1914",NA,"2/18/21",4,0.4206,923.3249,19.4928,3.73104375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",426,43,100,230,1186,-1.90485056384393,38,45.1208963009053,11.2105263157895
"168",103,"MA-4-2020","MA-20-4","MA-4-20","MA-20-4","2020-08-10",NA,"Mahlo","9/29/20",61.73588,-145.7294181,1.682,43.5,NA,4.8,NA,11.9,NA,4.5,27,"F",0.034,"Fin clip 20 (2)",10,1.2747,NA,NA,NA,NA,6,NA,NA,1.514,"2-F8","N","Y","5","Y","Y",0.034,0.5,0.4,0.7,0.6,0.4,0.5,0.6,0.5,"",0,"1/5/20",102.5,"1/9/21",21.8,"0.7873","0.2127",NA,"2/18/21",2,0.4142,955.4635,22.2347,4.728941073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",435,48,119,270,1682,-0.645422733679348,45,57.2524495819484,9.66666666666667
"169",104,"MA-5-2020","MA-20-5","MA-5-20","MA-20-5","2020-08-10",NA,"Mahlo","9/26/20",61.73588,-145.7294181,1.132,42.4,NA,4.2,NA,10.6,NA,3.5,NA,"F",6,"Fin clip 43, post-spawn",10,0.8801,NA,NA,NA,NA,5.5,NA,NA,1.042,"2-D7, one missing","N","Y","7","Y","N",NA,0.5,0.4,0.4,0.4,0.4,0.4,1.1,0.5,"",0,"1/5/21",144.9,"1/9/21",27.9,"0.8075","0.1925",NA,"2/18/21",4,0.3775,923.3249,17.1082,3.294125466,2,0.2947,955.4635,20.0857,3.867432919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",424,42,106,235.66807395819,1132,-1.69380743471403,35,43.8001223549853,12.1142857142857
"170",106,"MA-7-2020","MA-20-7","MA-7-20","MA-20-7","2020-08-10",NA,"Mahlo","9/29/20",61.73588,-145.7294181,1.406,43.2,NA,5.3,NA,11,NA,4,25.7,"F",0.004,"Fin clip 29 (2)",NA,NA,NA,NA,NA,NA,6.4,NA,NA,1.342,"2-G5","NO READ","Y","4","Y","Y",0.004,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.6,"",0,"1/5/21",116.5,"1/9/21",23.4,"0.7991","0.2009",NA,"2/18/21",2,0.3061,955.4635,20.6622,4.150175794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",432,53,110,257,1406,-1.13317687304395,40,50.5018271916905,10.8
"171",108,"MA-9-2020","MA-20-9","MA-9-20","MA-20-9","2020-08-10",NA,"Mahlo","9/29/20",61.73588,-145.7294181,1.748,44.5,NA,4.5,NA,13.4,NA,4.2,29.6,"F",0.196,"Fin clip 24(2)",10,1.0853,NA,NA,NA,NA,5.7,NA,NA,2.578,"2-F12","N","Y","5","Y","Y",0.062,0.4,0.3,0.7,0.5,0.4,0.4,0.5,0.4,"",0,"1/5/21",137.1,"1/9/21",26,"0.8104","0.1896",NA,"2/18/21",2,0.4272,955.4635,20.9315,3.969504012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2020,"KlutinaLake",445,45,134,296,1748,0.318674207472816,42,58.866728849184,10.5952380952381
"172",113,"SA-4-2020","SA-20-4","SA-4-20","SA-20-4","2020-08-10",NA,"St Anne","9/29/20",61.73953006,-145.9685194,1.482,43.9,NA,4.7,NA,10.6,NA,3.9,24.1,"F",0,"Fin clip: 23(2), post spawn, no eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,"2-F11","N","Y","5","Y","N",NA,0.4,0.4,0.3,0.5,0.7,0.5,0.3,0.4,"post spawn, no eggs",2,"1/23/21",78.3,"1/28/21",14.5,"0.8148","0.1852",NA,"2/23/21",4,0.3226,923.3249,20.2953,3.758388889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",439,47,106,241,1482,-1.35188935642216,39,52.3606942266891,11.2564102564103
"173",114,"SA-5-2020","SA-20-5","SA-5-20","SA-20-5","2020-08-11",NA,"St Anne","9/29/20",61.73953006,-145.9685194,1.33,41.7,NA,5.5,NA,10.4,NA,3.7,25.4,"F",0,"Fin clip 18(2), post-spawn, just one egg",1,NA,NA,NA,NA,NA,5.8,NA,NA,1.244,"2-F6","N","Y","6","Y","N",NA,0.8,0.4,0.5,0.5,0.4,0.5,0.4,0.5,"post-spawn, just one egg",2,"1/23/21",75.1,"1/28/21",14.2,"0.8109","0.1891",NA,"2/23/21",2,0.2672,955.4635,20.4194,3.860925166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",417,55,104,254,1330,-1.60494735500942,37,48.642960156692,11.2702702702703
"174",115,"SA-6-2020","SA-20-6","SA-6-20","SA-20-6","2020-08-11",NA,"St Anne","9/29/20",61.73953006,-145.9685194,1.534,43.4,NA,4.4,NA,11.7,NA,4.7,27,"F",0.012,"Fin clip 27",1,NA,NA,NA,NA,NA,5.7,NA,NA,1.446,"2-G3","N","Y","5","Y","Y",0.012,0.5,0.7,0.4,0.5,0.4,0.5,0.4,0.5,"",0,"1/23/21",79.9,"1/28/21",16.5,"0.7935","0.2065",NA,"2/23/21",4,0.3644,923.3249,21.0183,4.340449937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",434,44,117,270,1534,-0.717641016729556,47,53.6325506190565,9.23404255319149
"175",117,"SA-8-2020","SA-20-8","SA-8-20","SA-20-8","2020-08-11",NA,"St Anne","9/26/20",61.73953006,-145.9685194,1.536,44.4,NA,5.3,NA,10.6,NA,4.2,26.2,"F",0,"Fin clip, 45 only one single egg, post-spawn",NA,NA,NA,NA,NA,NA,5.75,NA,NA,1.392,"2-D9","N","Y","5","Y","N",NA,0.3,0.4,0.3,0.4,0.5,0.5,0.8,0.6,"only one single egg, post-spawn",2,"1/23/21",130,"1/28/21",24.8,"0.8092","0.1908",NA,"2/23/21",4,0.339,923.3249,21.0664,4.018820923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",444,53,106,262,1536,-0.95814735814804,42,53.6814681726091,10.5714285714286
"176",118,"SA-9-2020","SA-20-9","SA-9-20","SA-20-9","2020-08-11",NA,"St Anne","9/28/20",61.73953006,-145.9685194,1.208,42.9,NA,4.5,NA,9.9,NA,3.4,23.5,"F",NA,"Fin clip 14(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.106,"2-F2 one missing","N","Y","6","Y","N",NA,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,"",0,"1/23/21",73.4,"1/28/21",14.7,"0.7997","0.2003",NA,"2/23/21",2,0.4245,955.4635,20.7708,4.159819619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2020,"KlutinaLake",429,45,99,235,1208,-1.80651524500579,34,45.6589893899838,12.6176470588235
"177",121,"LL-2-2020","LL-20-2","LL-2-20","LL-20-2","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.732,44.2,NA,4.7,NA,11.1,NA,5.5,27.3,"F",0.19,"Fin clip 36",NA,NA,NA,NA,NA,NA,5.1,NA,NA,1.464,"2-C12 one missing","N","Y","6","Y","Y",0.096,0.7,0.7,0.8,0.7,1,0.7,0.9,0.7,"",0,"1/15/21",120,"1/21/21",29.9,"0.7508","0.2492",NA,"2/25/21",4,0.4181,923.3249,22.0032,5.482464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",442,47,111,273,1732,-0.696801339792289,55,58.4753884207633,8.03636363636364
"178",126,"LL-7-2020","LL--20-7","LL-7-20","LL-20-7","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,2.102,47,NA,4.6,NA,10.7,NA,6,27,"F",0.15,"Fin clip 37",NA,NA,NA,NA,NA,NA,4.7,NA,NA,1.852,"2-D1","N","Y","7","Y","Y",0.072,1.7,0.8,1.7,1.1,0.9,0.7,1.3,0.8,"",0,"1/15/21",122.2,"1/21/21",32.8,"0.7316","0.2684",NA,"2/25/21",4,0.3075,923.3249,23.2044,6.228349591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",470,46,107,270,2102,-0.356267056175246,60,67.525135827993,7.83333333333333
"179",127,"LL-8-2020","LL-20-8","LL-8-20","LL-20-8","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.976,48.2,NA,4.4,NA,10.7,NA,5.5,28,"F",0.138,"Fin clip 39",NA,NA,NA,NA,NA,NA,4.7,NA,NA,1.724,"2-D3","N","Y","7","Y","Y",0.07,1.3,0.8,1.5,0.7,1.3,0.6,0.9,0.7,"",0,"1/15/21",118.3,"1/21/21",31.2,"0.7363","0.2637",NA,"2/25/21",2,0.3495,955.4635,22.4827,5.929503297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",482,44,107,280,1976,0.000727398186042564,55,64.4433299541796,8.76363636363636
"180",128,"LL-9-2020","LL-20-9","LL-9-20","LL-20-9","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.312,40.5,NA,3.9,NA,9.8,NA,4.7,24.5,"F",0.086,"Fin clip 32",NA,NA,NA,NA,NA,NA,4.6,NA,NA,1.154,"2-C8 one missing","N","Y","6","Y","Y",0.044,1.4,1.5,1.3,0.8,2.2,1,0.8,0.7,"",0,"1/15/21",114.8,"1/21/21",30.8,"0.7317","0.2683",NA,"2/25/21",4,0.3103,923.3249,22.7512,6.103980488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",405,39,98,245,1312,-2.11117922097667,47,48.2027021747187,8.61702127659574
"181",129,"LL-10-2020","LL-20-10","LL-10-20","LL-20-10","2020-08-31",NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.972,45.7,NA,4.6,NA,10.4,NA,6.2,26.4,"F",0.132,"Fin clip 33",NA,NA,NA,NA,NA,NA,4.3,NA,NA,1.748,"2-C9","N","Y","7","Y","Y",0.07,2.1,1.4,1.5,1.3,1.5,1,2.1,2.1,"",0,"1/15/21",101.8,"1/21/21",29,"0.7151","0.2849",NA,"2/25/21",2,0.2688,955.4635,24.6991,7.036089391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2020,"Chitina",457,46,104,264,1972,-0.754561912293257,62,64.3454948470745,7.37096774193548
"182",130,"MA-1-2021","MA-1-2021","MA-1-21","MA-1","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,2.022,43.6,NA,5.3,NA,13.6,NA,6.5,31.8,"F",0.378,"2-F7",6,0.7286,NA,NA,NA,NA,6.2,NA,NA,1.582,"1-H11","N","Y","5","Y","Y",0.176,1.1,1,1.3,0.9,0.8,0.8,0.9,1,"",0,"10/6/21",130.8,"10/11/21",32.2,"0.7538","0.2462",NA,"10/12/21",2,0.2932,955.4635,25.1648,6.195004281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",436,53,136,318,2022,0.534872005256527,65,65.5684336858893,6.70769230769231
"183",131,"MA-2-2021","MA-2-2021","MA-2-21","MA-2","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.928,43.3,NA,5,NA,12.5,NA,6.3,30.5,"F",0.374,"2-F3",7,0.654,NA,NA,NA,NA,5.6,NA,NA,1.498,"1-H7","N","Y","5","Y","Y",0.17,0.8,1,0.8,0.8,0.7,0.6,1,0.8,"",0,"10/6/21",141.9,"10/11/21",36.2,"0.7449","0.2551",NA,"10/12/21",4,0.2923,923.3249,24.3645,6.215608879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",433,50,125,305,1928,-0.00747931043131893,63,63.2693086689174,6.87301587301587
"184",136,"MA-7-2021","MA-7-2021","MA-7-21","MA-7","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.752,43.2,NA,4.8,NA,12.5,NA,6.6,29,"F",0.336,"2-F4",6,0.499,NA,NA,NA,NA,5.65,NA,NA,1.378,"1-H8","N","Y","5","Y","Y",0.15,0.6,0.6,0.5,0.7,0.6,0.6,0.5,0.7,"",0,"10/6/21",123.1,"10/11/21",27.8,"0.7742","0.2258",NA,"10/12/21",2,0.2709,955.4635,23.6048,5.330734687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",432,48,125,290,1752,-0.243412177614938,66,58.9645639562892,6.54545454545455
"185",138,"MA-9-2021","MA-9-2021","MA-9-21","MA-9","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.874,45.2,NA,3.8,NA,12.3,NA,7.2,30.4,"F",0.356,"3-A4",10,1.2,NA,NA,NA,NA,5.95,NA,NA,1.474,"2-A4","N","Y","5","Y","Y",0.202,0.5,0.8,0.4,1,0.5,1.1,0.5,1.3,"",0,"10/6/21",109.4,"10/11/21",25.7,"0.7651","0.2349",NA,"10/12/21",2,0.3686,955.4635,23.264,5.465126143,4,0.3181,923.3249,21.2536,4.992847532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",452,38,123,304,1874,0.25817042369389,72,61.9485347229974,6.27777777777778
"186",139,"MA-10-2021","MA-10-2021","MA-10-21","MA-10","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.686,43.3,NA,3.7,NA,11.3,NA,6.8,28.2,"F",0.33,"3-A8",10,1.1884,NA,NA,NA,NA,6.05,NA,NA,1.292,"2-A8","N","Y","5","Y","Y",0.148,0.5,1,0.5,0.8,0.4,0.6,0.5,0.7,"",0,"10/6/21",83.1,"10/11/21",20.9,"0.7485","0.2515",NA,"10/12/21",4,0.3308,955.4635,23.6591,5.950363297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",433,37,113,282,1686,-0.669807067737683,68,57.3502846890536,6.36764705882353
"187",141,"MA-12-2021","MA-12-2021","MA-12-21","MA-12","2021-08-10",NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.932,40.2,NA,3.2,NA,9.5,NA,4.3,22.4,"F",NA,"4-D4",8,0.4546,NA,NA,NA,NA,4.6,NA,NA,0.856,"2-G4","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.5,0.8,0.5,"Partial Spawned",1,"10/6/21",73,"10/11/21",13.3,"0.8178","0.1822",NA,"10/12/21",4,0.236,955.8343,20.4226,3.720829863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",402,32,95,224,932,-2.55157477028174,43,38.9083669997259,9.34883720930233
"188",142,"MA-13-2021","MA-13-2021","MA-13-21","MA-13","2021-08-10",NA,"Mahlo","9/4/21",61.73588,-145.7294181,0.712,36,NA,3.1,NA,9.2,NA,4.1,20.8,"F",NA,"4-A1",10,0.5562,NA,NA,NA,NA,3.7,NA,NA,0.606,"2-E1","N","Y","6","Y","N",NA,0.4,0.4,0.3,0.4,0.4,0.4,0.8,0.4,"",0,"10/6/21",59.3,"10/11/21",13,"0.7808","0.2192",NA,"10/12/21",2,0.2429,923.3249,17.2273,3.776642496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",360,31,92,208,712,-3.60642289511936,41,33.5274361089407,8.78048780487805
"189",143,"MA-14-2021","MA-14-2021","MA-14-21","MA-14","2021-08-10",NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.906,39.5,NA,3.8,NA,9.8,NA,4.3,22,"F",0,"4-C4",8,0.6293,NA,NA,NA,NA,3.8,NA,NA,0.848,"2-F8","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.6,"Spawned out",2,"10/6/21",104.3,"10/11/21",18.2,"0.8255","0.1745",NA,"10/12/21",4,0.2355,955.8343,19.0294,3.320566443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",395,38,98,220,906,-2.6512432223407,43,38.2724388035422,9.18604651162791
"190",144,"MA-15-2021","MA-15-2021","MA-15-21","MA-15","2021-08-10",NA,"Mahlo","9/4/21",61.73588,-145.7294181,0.854,37.8,NA,3.4,NA,9.1,NA,4,21.6,"F",NA,"4-A5",5,0.4766,NA,NA,NA,NA,4.55,NA,NA,0.796,"2-E5","N","Y","5","Y","N",NA,0.4,0.5,0.8,0.4,0.9,0.6,0.4,0.5,"",0,"10/7/21",47.2,"10/10/21",10.5,"0.7775","0.2225",NA,"10/12/21",2,0.1814,923.3249,16.9026,3.760112288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",378,34,91,216,854,-3.20010862328549,40,37.0005824111748,9.45
"191",145,"MA-16-2021","MA-16-2021","MA-16-21","MA-16","2021-08-10",NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.992,40.1,NA,4.6,NA,10,NA,4.2,23.1,"F",0,"4-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936,"2-G3","N","Y","5","Y","N",NA,0.4,0.8,0.4,0.4,0.5,0.5,1,0.5,"spawned out",2,"10/7/21",72.7,"10/10/21",14.3,"0.8033","0.1967",NA,"10/12/21",4,0.2551,955.8343,19.8412,3.902739477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",401,46,100,231,992,-2.33082411465414,42,40.3758936063037,9.54761904761905
"192",150,"SA-1-2021","SA-1-2021","SA-1-21","SA-1","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,2.122,46.2,NA,4.4,NA,13.6,NA,6.9,31.7,"F",0.408,"2-F8",10,0.8256,NA,NA,NA,NA,6.2,NA,NA,1.624,"1-H12","N","Y","5","Y","Y",0.2,0.5,0.9,0.5,0.5,0.6,0.7,0.7,0.9,"",0,"10/6/21",72.7,"10/11/21",17.1,"0.7648","0.2352",NA,"10/12/21",4,0.3008,923.3249,23.5817,5.546727235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",462,44,136,317,2122,0.978466662793701,69,68.014311363519,6.69565217391304
"193",152,"SA-3-2021","SA-3-2021","SA-3-21","SA-3","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.96,45.8,NA,5.6,NA,12.7,NA,6.3,30.2,"F",0.382,"2-F5",7,0.8175,NA,NA,NA,NA,5.6,NA,NA,1.538,"1-H9","N","Y","5","Y","Y",0.176,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.7,"",0,"10/6/21",115.6,"10/11/21",28.6,"0.7526","0.2474",NA,"10/12/21",4,0.3771,923.3249,22.171,5.485212803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",458,56,127,302,1960,0.443983181974588,63,64.0519895257589,7.26984126984127
"194",153,"SA-4-2021","SA-4-2021","SA-4-21","SA-4","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.722,44.2,NA,4.5,NA,12.8,NA,6.6,29.8,"F",0.338,"2-F6",7,0.9003,NA,NA,NA,NA,5.8,NA,NA,1.34,"1-H10","N","Y","5","Y","Y",0.056,0.6,0.6,0.8,0.7,0.6,0.7,0.6,1,"",0,"10/6/21",144.6,"10/11/21",33.9,"0.7656","0.2344",NA,"10/12/21",2,0.3161,955.8343,24.4966,5.742978838,4,0.337,923.3249,23.4965,5.50851556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",442,45,128,298,1722,0.131127593049748,66,58.2308006530003,6.6969696969697
"195",156,"SA-7-2021","SA-7-2021","SA-7-21","SA-7","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.782,44.8,NA,3.8,NA,12.4,NA,6.2,30.1,"F",0.346,"3-A3",10,1.2252,NA,NA,NA,NA,5.8,NA,NA,1.382,"2-A3","N","Y","5","Y","Y",0.126,0.4,0.6,0.4,0.4,0.4,0.5,0.6,1,"",0,"10/6/21",93.7,"10/11/21",21.9,"0.7663","0.2337",NA,"10/13/21",4,0.3286,955.8343,21.604,5.049387407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",448,38,124,301,1782,0.171322232856343,62,59.6983272595781,7.2258064516129
"196",157,"SA-8-2021","SA-8-2021","SA-8-21","SA-8","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.89,46.2,NA,4,NA,13.1,NA,5.9,30.6,"F",0.352,"3-A2",10,0.996,NA,NA,NA,NA,6,NA,NA,1.554,"2-A2","N","Y","5","Y","Y",0.036,0.8,0.5,0.4,0.4,0.4,0.6,0.5,0.7,"",0,"10/6/21",78.2,"10/11/21",18.6,"0.7621","0.2379",NA,"10/13/21",2,0.36,923.3249,21.2416,5.052349872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",462,40,131,306,1890,0.681878430984031,59,62.3398751514181,7.83050847457627
"197",160,"SA-11-2021","SA-11-2021","SA-11-21","SA-11","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,0.978,39.5,NA,3.3,NA,9.5,NA,4.5,32.4,"F",0,"4-A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,"2-E3","N","Y","5","Y","N",NA,0.4,0.4,0.5,0.4,0.5,0.4,0.7,0.9,"spawned out completely",2,"10/7/21",58.2,"10/10/21",12.9,"0.7784","0.2216",NA,"10/13/21",4,0.2698,955.8343,20.0721,4.448970619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",395,33,95,324,978,-1.21951078099273,45,40.0334707314356,8.77777777777778
"198",161,"SA-12-2021","SA-12-2021","SA-12-21","SA-12","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,0.928,39.6,NA,3.4,NA,9.8,NA,4,22.5,"F",NA,"4-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,"2-E4","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/11/21",43.8,"10/14/21",9.7,"0.7785","0.2215",NA,"10/14/21",4,0.2145,923.3249,15.2788,3.383661187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",396,34,98,225,928,-2.56085152879485,40,38.8105318926207,9.9
